gen	env	amylase	diapow	hddate	lodging	malt	height	protein	yield
SM146	MA92	NA	NA	197.5	45	NA	92.5	NA	7.169
SM146	SKo92	NA	NA	188	60	NA	107	NA	7.8328
SM146	SKg92	NA	NA	189	NA	NA	71	NA	4.8131
SM146	SKk92	NA	NA	197	NA	NA	79	NA	5.1849
SM146	ID92	35.2	90	189	NA	74.2	86.4	12.7	4.133
SM147	MN92	33.2	87	158	NA	76.1	107	13.4	4.362
SM147	MTi92	37.5	115	174	55	79.3	117	12.2	6.62
SM147	MTd92	32	120	166	35	75.9	86.5	14.9	5.345
SM147	ID91	28.6	82	181.5	NA	75.5	125.7	14.6	8.603
SM147	OR91	29.3	120	189	NA	74.6	107.5	15.7	5.744
SM147	WA91	35.5	102	179	NA	75.1	133.5	14.9	4.664
SM147	MTi91	28	86	185	NA	74.2	117	13	5.587
SM147	MTd91	NA	NA	184	NA	NA	99	NA	2.767
SM147	NY92	NA	NA	178	0	NA	77.5	NA	4.763
SM147	ON92	NA	NA	200	60	NA	105	NA	3.4
SM147	WA92	35.8	93	157	NA	75.9	78.5	12.2	3.515
SM147	MA92	NA	NA	199	40	NA	101.5	NA	7.348
SM147	SKo92	NA	NA	190	70	NA	125	NA	6.0512
SM147	SKg92	NA	NA	189	NA	NA	52	NA	3.5253
SM147	SKk92	NA	NA	196	NA	NA	82	NA	5.381
SM147	ID92	34.5	103	191	NA	75.1	81.3	11.7	4.312
SM149	MN92	36.8	117	144	NA	76.6	69.5	14.2	5.109
SM149	MTi92	36.1	119	167	0	78.7	98	13.8	5.938
SM149	MTd92	33.2	113	159.5	35	75.8	68.5	15.5	4.663
SM149	ID91	29.3	87	174	NA	74.8	99.1	13.4	9.814
SM149	OR91	30.9	111	186	NA	73.7	100	15.3	5.127
SM149	WA91	37.4	93	173	NA	76.3	118	12.5	4.761
SM149	MTi91	28	92	177	NA	75	98	12.9	6.92
SM149	MTd91	NA	NA	176	NA	NA	94	NA	4.015
SM149	NY92	NA	NA	169	10	NA	80	NA	5.777
SM149	ON92	NA	NA	201	0	NA	80	NA	4.52
SM149	WA92	35.1	82	151	NA	76.3	58.5	11.3	2.092
SM149	MA92	NA	NA	187.5	35	NA	73	NA	6.281
SM149	SKo92	NA	NA	186	20	NA	104	NA	6.9079
SM149	SKg92	NA	NA	181	NA	NA	48	NA	3.2566
SM149	SKk92	NA	NA	189	NA	NA	65	NA	4.4379
SM149	ID92	33.9	116	180	NA	74.7	78.7	12.3	5.367
SM150	MN92	23.1	61	150	NA	73.2	88.5	11.4	4.896
SM150	MTi92	29.7	79	172.5	30	75.4	105	10.9	5.851
SM150	MTd92	24.2	69	164	35	73.1	80	13.3	5.313
SM150	ID91	24	77	181	NA	72.5	114.3	12.6	7.467
SM150	OR91	20.3	68	189	NA	73.1	95	11.3	6.098
SM150	WA91	24.6	73	178	NA	73	133	11.1	3.324
SM150	MTi91	22.8	75	184	NA	71.6	105	11.8	6.405
SM150	MTd91	NA	NA	184	NA	NA	95	NA	3.074
SM150	NY92	NA	NA	175	30	NA	90	NA	6.338
SM150	ON92	NA	NA	202	0	NA	95	NA	4.13
SM150	WA92	27.8	62	155	NA	73.7	81	8.8	4.12
SM150	MA92	NA	NA	194	50	NA	91	NA	7.085
SM150	SKo92	NA	NA	185	90	NA	109	NA	8.1331
SM150	SKg92	NA	NA	185	NA	NA	53	NA	4.4768
SM150	SKk92	NA	NA	193	NA	NA	82	NA	5.3928
SM150	ID92	31.8	98	187	NA	71.6	78.7	12.3	4.88
SM151	MN92	28.4	88	164	NA	74.2	105.5	13.2	4.099
SM151	MTi92	33.2	112	178	60	78.4	121	11.7	6.067
SM151	MTd92	28.2	103	174	25	75.9	87.5	12.6	5.351
SM151	ID91	25.6	100	188	NA	74.2	119.4	14.2	5.547
SM151	OR91	19.8	75	196	NA	74.5	115	14.2	6.5
SM151	WA91	28.1	86	190	NA	75.8	136	12	6.102
SM151	MTi91	26.4	97	192	NA	73.1	121	11.8	6.254
SM151	MTd91	NA	NA	191	NA	NA	88	NA	2.827
SM151	NY92	NA	NA	185	5	NA	97.5	NA	6.595
SM151	ON92	NA	NA	200	0	NA	105	NA	3.19
SM151	WA92	27.3	73	164	NA	71.8	75	12.1	4.227
SM151	MA92	NA	NA	205	60	NA	103.5	NA	7.39
SM151	SKo92	NA	NA	198	30	NA	126	NA	7.5154
SM151	SKg92	NA	NA	197	NA	NA	68	NA	3.6656
SM151	SKk92	NA	NA	203	NA	NA	94	NA	4.999
SM151	ID92	36.8	140	198	NA	72.8	99.1	14.2	4.251
SM152	MN92	21.5	63	148.5	NA	75.8	99.5	10.6	5.166
SM152	MTi92	31.3	119	171.5	50	77.8	111	12.5	6.826
SM152	MTd92	23	97	163.5	55	74.8	83.5	14.6	5.141
SM152	ID91	28.2	95	180.5	NA	74.1	119.4	13.9	6.426
SM152	OR91	18.4	76	187.5	NA	74.3	92.5	13.8	6.781
SM152	WA91	28.1	94	178	NA	74.4	138.5	12.3	4.079
SM152	MTi91	24	93	182	NA	72.7	111	12.7	5.879
SM152	MTd91	NA	NA	184	NA	NA	98	NA	3.271
SM152	NY92	NA	NA	174.5	50	NA	95	NA	6.561
SM152	ON92	NA	NA	197	40	NA	105	NA	3.02
SM152	WA92	29.1	78	155	NA	74.5	80	10.5	4.058
SM152	MA92	NA	NA	190.5	55	NA	92	NA	6.231
SM152	SKo92	NA	NA	186	90	NA	114	NA	8.0819
SM152	SKg92	NA	NA	186	NA	NA	45	NA	3.5101
SM152	SKk92	NA	NA	193	NA	NA	81	NA	5.55
SM152	ID92	30.4	137	191	NA	72.2	104.1	13.4	5.533
SM153	MN92	42.7	91	148	NA	77.4	81	12.1	5.287
SM153	MTi92	37	89	170	10	77.6	102	12.2	6.159
SM153	MTd92	28.2	77	162	0	72.9	72	15.5	5.115
SM153	ID91	23.4	72	177.5	NA	75.1	110.5	12.8	9.562
SM153	OR91	26.4	63	189	NA	74.7	95	15.4	6.055
SM153	WA91	23.4	57	176	NA	74.1	118	11.9	6.608
SM153	MTi91	26.4	77	178	NA	72.9	102	12.8	6.486
SM153	MTd91	NA	NA	179	NA	NA	96	NA	3.92
SM153	NY92	NA	NA	171	35	NA	75	NA	6.854
SM153	ON92	NA	NA	197	40	NA	90	NA	3.79
SM153	WA92	31	68	155	NA	73.4	67.5	11	4.221
SM153	MA92	NA	NA	190.5	50	NA	84	NA	6.968
SM153	SKo92	NA	NA	186	90	NA	97	NA	7.3481
SM153	SKg92	NA	NA	184	NA	NA	40	NA	3.1586
SM153	SKk92	NA	NA	192	NA	NA	71	NA	5.4519
SM153	ID92	37.1	106	181	NA	72.5	81.3	13.8	5.852
SM154	MN92	32.7	91	150	NA	76.4	107	12.9	5.199
SM154	MTi92	38.4	79	171	0	78.4	113	12.5	5.935
SM154	MTd92	32.5	115	165.5	85	74.3	89	15.1	4.403
SM154	ID91	31.6	108	178	NA	73	123.2	13.6	8.314
SM154	OR91	27.1	108	189	NA	74.1	105	15.2	6.426
SM154	WA91	32.8	85	178	NA	76.3	127	14.2	4.862
SM154	MTi91	32.2	96	183	NA	73.4	113	13.2	6.058
SM154	MTd91	NA	NA	179	NA	NA	101	NA	3.263
SM154	NY92	NA	NA	175	0	NA	82.5	NA	5.497
SM154	ON92	NA	NA	204	20	NA	105	NA	3.64
SM154	WA92	34.1	90	156	NA	74.5	82.5	11.7	3.832
SM154	MA92	NA	NA	196	35	NA	95.5	NA	7.471
SM154	SKo92	NA	NA	187	60	NA	114	NA	6.6655
SM154	SKg92	NA	NA	188	NA	NA	49	NA	3.2871
SM154	SKk92	NA	NA	196	NA	NA	85	NA	5.1427
SM154	ID92	39.5	135	187	NA	72.4	99.1	14.5	5.71
SM155	MN92	37.7	103	149.5	NA	77.5	88	12.2	5.337
SM155	MTi92	38.7	79	170.5	35	79.3	94	10.5	6.92
SM155	MTd92	29.9	82	162.5	15	77	64	13.4	5.802
SM155	ID91	29.2	65	178	NA	76	104.1	12	7.807
SM155	OR91	29.7	84	189	NA	74.1	75	13.1	2.904
SM155	WA91	33.4	102	180	NA	76.7	94	12.8	5.295
SM155	MTi91	27.3	69	183	NA	74.5	83	11	6.645
SM155	MTd91	NA	NA	183	NA	NA	94	NA	3.454
SM155	NY92	NA	NA	174.5	5	NA	77.5	NA	6.64
SM155	ON92	NA	NA	198	0	NA	85	NA	2.79
SM155	WA92	33.4	59	155.5	NA	76.3	53	9.6	3.243
SM155	MA92	NA	NA	191	40	NA	77.5	NA	5.588
SM155	SKo92	NA	NA	186	30	NA	101	NA	7.7167
SM155	SKg92	NA	NA	186	NA	NA	38	NA	2.3609
SM155	SKk92	NA	NA	193	NA	NA	63	NA	4.3298
SM155	ID92	36.8	92	185	NA	75	78.7	12.6	5.814
SM156	MN92	33	123	148	NA	75.8	86.5	15.4	3.598
SM156	MTi92	37.7	103	173.5	10	80	120	12.2	6.321
SM156	MTd92	37.7	140	166.5	50	75.2	100	15.3	5.416
SM156	ID91	33.6	110	181	NA	74.8	116.8	14.9	5.841
SM156	OR91	36.3	142	189	NA	75	100	15.5	3.983
SM156	WA91	34.5	97	180	NA	76	141	12.8	6.178
SM156	MTi91	32.8	101	184	NA	74.7	120	12.8	5.582
SM156	MTd91	NA	NA	184	NA	NA	106	NA	2.38
SM156	NY92	NA	NA	180	15	NA	97.5	NA	5.802
SM156	ON92	NA	NA	200	50	NA	115	NA	3.03
SM156	WA92	35.4	104	157.5	NA	76.3	81.5	11.9	3.332
SM156	MA92	NA	NA	198.5	30	NA	98.5	NA	7.38
SM156	SKo92	NA	NA	192	80	NA	128	NA	7.0205
SM156	SKg92	NA	NA	189	NA	NA	63	NA	3.6301
SM156	SKk92	NA	NA	197	NA	NA	97	NA	5.408
SM156	ID92	39.6	133	190	NA	74.1	91.4	14	3.783
SM157	MN92	28.8	97	148	NA	73.9	96	14.5	4.641
SM157	MTi92	36.7	128	172	15	78.4	102	12.8	6.399
SM157	MTd92	31.4	127	165	50	75.5	76.5	14	5.202
SM157	ID91	27.3	109	180.5	NA	74.4	108	13.3	9.049
SM157	OR91	21.7	88	189	NA	72.6	100	15.7	6.787
SM157	WA91	33	103	178	NA	74.9	115.5	11.3	7.178
SM157	MTi91	26.5	101	183	NA	71.8	102	12.8	6.673
SM157	MTd91	NA	NA	184	NA	NA	94	NA	4.522
SM157	NY92	NA	NA	177	5	NA	77.5	NA	6.36
SM157	ON92	NA	NA	201	0	NA	95	NA	3.68
SM157	WA92	32.3	96	155.5	NA	74.5	59.5	9.7	3.167
SM157	MA92	NA	NA	197	35	NA	82.5	NA	7.287
SM157	SKo92	NA	NA	183	40	NA	104	NA	7.9898
SM157	SKg92	NA	NA	186	NA	NA	42	NA	2.8071
SM157	SKk92	NA	NA	194	NA	NA	70	NA	5.0531
SM157	ID92	35.1	134	188	NA	73.4	83.8	12.8	5.309
SM158	MN92	32.4	100	147.5	NA	75.6	81	11.5	4.029
SM158	MTi92	34.9	103	170.5	0	78.9	112	10.8	6.24
SM158	MTd92	29.6	104	162	50	76.7	80	13.2	5.709
SM158	ID91	31.7	105	176	NA	74.3	114.3	12.6	5.512
SM158	OR91	19.1	72	189	NA	72.7	110	13.7	6.689
SM158	WA91	33.7	104	177	NA	74.2	128	12.9	3.561
SM158	MTi91	27.6	101	182	NA	72.8	112	12.9	6.018
SM158	MTd91	NA	NA	178	NA	NA	98	NA	3.212
SM158	NY92	NA	NA	174	55	NA	90	NA	6.358
SM158	ON92	NA	NA	200	60	NA	100	NA	3.52
SM158	WA92	32.9	72	154	NA	76.1	79	9	3.797
SM158	MA92	NA	NA	192	35	NA	82.5	NA	6.731
SM158	SKo92	NA	NA	184	90	NA	107	NA	7.4778
SM158	SKg92	NA	NA	184	NA	NA	59	NA	4.1828
SM158	SKk92	NA	NA	192	NA	NA	67	NA	5.1342
SM158	ID92	35	113	185	NA	72.9	78.7	11.4	4.42
SM159	MN92	26.6	74	148	NA	74.1	85.5	13.1	5.394
SM159	MTi92	31.6	87	170	40	79.7	103	11.8	6.375
SM159	MTd92	26.4	85	163	10	74	80	15	5.902
SM159	ID91	23.6	69	180	NA	73.8	114.3	13.1	7.173
SM159	OR91	22.2	85	189	NA	73.7	100	13.3	4.827
SM159	WA91	22	64	177	NA	74.5	125	12	6.721
SM159	MTi91	19	73	181	NA	72.6	103	12.7	6.997
SM159	MTd91	NA	NA	181	NA	NA	97	NA	4.082
SM159	NY92	NA	NA	172.5	35	NA	85	NA	6.363
SM159	ON92	NA	NA	197	80	NA	100	NA	2.86
SM159	WA92	26.7	61	155	NA	73.8	73.5	10.3	3.188
SM159	MA92	NA	NA	196.5	40	NA	88.5	NA	7.003
SM159	SKo92	NA	NA	188	50	NA	119	NA	9.2594
SM159	SKg92	NA	NA	185	NA	NA	62	NA	3.7298
SM159	SKk92	NA	NA	192	NA	NA	74	NA	4.705
SM159	ID92	30.1	94	186	NA	75	83.8	11.8	5.172
SM160	MN92	26.3	55	149.5	NA	74.5	88.5	11.5	5.804
SM160	MTi92	25.6	63	172.5	50	77	103	10.4	7.098
SM160	MTd92	25.1	64	166.5	5	73.8	74.5	14.1	5.461
SM160	ID91	25.3	69	183	NA	73.6	105.4	12.5	7.66
SM160	OR91	19.1	45	192	NA	73.5	85	13.6	5.682
SM160	WA91	31.1	75	180	NA	73.6	120.5	12	5.698
SM160	MTi91	19.3	56	184	NA	72.2	103	12.1	6.977
SM160	MTd91	NA	NA	186	NA	NA	87	NA	3.747
SM160	NY92	NA	NA	176.5	25	NA	80	NA	6.466
SM160	ON92	NA	NA	204	30	NA	95	NA	2.62
SM160	WA92	29.8	73	158	NA	75.2	68.5	11.1	4.516
SM160	MA92	NA	NA	196	45	NA	74	NA	7.001
SM160	SKo92	NA	NA	187	50	NA	100	NA	7.0819
SM160	SKg92	NA	NA	188	NA	NA	48	NA	4.056
SM160	SKk92	NA	NA	194	NA	NA	60	NA	4.5934
SM160	ID92	26.7	69	189	NA	72.5	78.7	11.8	5.516
SM161	MN92	23.4	49	151	NA	74.6	91	9.7	5.862
SM161	MTi92	29.1	69	174	30	76.1	103	11.3	7.41
SM161	MTd92	25.4	66	165	10	74	74.5	13.7	6.244
SM161	ID91	20.2	47	181	NA	73.1	104.1	11.9	8.217
SM161	OR91	19.9	58	191	NA	71.8	60	14.2	3.605
SM161	WA91	20.4	47	182	NA	74.1	113	11.1	6.306
SM161	MTi91	21.4	55	184	NA	72	103	10.9	7.269
SM161	MTd91	NA	NA	186	NA	NA	84	NA	3.857
SM161	NY92	NA	NA	176.5	25	NA	80	NA	6.531
SM161	ON92	NA	NA	200	0	NA	90	NA	2.81
SM161	WA92	26.1	50	157.5	NA	73.5	65	9.4	4.025
SM161	MA92	NA	NA	197	45	NA	82.5	NA	7.539
SM161	SKo92	NA	NA	186	30	NA	103	NA	8.0512
SM161	SKg92	NA	NA	187	NA	NA	40	NA	3.2549
SM161	SKk92	NA	NA	193	NA	NA	66	NA	4.9264
SM161	ID92	27.1	73	187	NA	72.9	78.7	12.5	5.449
SM162	MN92	38.1	101	148.5	NA	76.6	80.5	13.4	5.085
SM162	MTi92	28.6	83	169.5	30	76.1	107	13	4.649
SM162	MTd92	28.6	93	161.5	15	74	76.5	15.5	4.94
SM162	ID91	25.9	68	177	NA	74.5	115.6	13.5	8.081
SM162	OR91	22.8	74	186	NA	72.7	100	14.4	5.422
SM162	WA91	30	69	176	NA	75.4	126.5	11.9	5.183
SM162	MTi91	24	64	179	NA	72.8	107	13	5.891
SM162	MTd91	NA	NA	178	NA	NA	99	NA	3.759
SM162	NY92	NA	NA	172.5	30	NA	90	NA	5.193
SM162	ON92	NA	NA	197	0	NA	110	NA	3.62
SM162	WA92	24.9	55	154	NA	72.8	76.5	10.7	3.123
SM162	MA92	NA	NA	191	30	NA	90.5	NA	6.675
SM162	SKo92	NA	NA	184	20	NA	116	NA	7.1809
SM162	SKg92	NA	NA	184	NA	NA	64	NA	3.7856
SM162	SKk92	NA	NA	192	NA	NA	75	NA	4.917
SM162	ID92	26.2	79	180	NA	74	86.4	13.1	4.126
SM164	MN92	29.5	79	149.5	NA	75.4	85	10	4.14
SM164	MTi92	29.2	97	173	95	78.1	116	11.4	6.717
SM164	MTd92	28.3	100	163.5	50	74.4	82.5	14.8	5.365
SM164	ID91	25.7	86	180	NA	73.1	109.2	13.5	6.049
SM164	OR91	22.4	81	189	NA	71	90	13.3	5.414
SM164	WA91	26.3	70	178	NA	73.8	136	10.9	3.626
SM164	MTi91	24.9	85	184	NA	71.8	116	13.6	5.107
SM164	MTd91	NA	NA	182	NA	NA	98	NA	2.823
SM164	NY92	NA	NA	175	30	NA	82.5	NA	5.549
SM164	ON92	NA	NA	196	70	NA	95	NA	2.76
SM164	WA92	26.8	67	155.5	NA	73.1	80	9.6	2.987
SM164	MA92	NA	NA	196.5	50	NA	95.5	NA	6.846
SM164	SKo92	NA	NA	183	90	NA	116	NA	7.5119
SM164	SKg92	NA	NA	187	NA	NA	70	NA	4.416
SM164	SKk92	NA	NA	194	NA	NA	81	NA	5.2458
SM164	ID92	26	92	186	NA	71.5	86.4	12.1	4.762
SM165	MN92	28.2	77	156	NA	76.1	107.5	13.4	5.549
SM165	MTi92	29.7	90	174.5	25	79.5	115	11.1	6.627
SM165	MTd92	27.5	98	165	35	75.9	89.5	13.8	5.243
SM165	ID91	25.4	85	184	NA	73.9	114.3	14.8	6.717
SM165	OR91	24.7	75	189	NA	76.9	110	13.3	6.504
SM165	WA91	27.4	68	181	NA	76.7	138	11.3	5.891
SM165	MTi91	25.4	84	185	NA	73.2	115	13.4	6.337
SM165	MTd91	NA	NA	185	NA	NA	101	NA	2.702
SM165	NY92	NA	NA	178	20	NA	90	NA	5.381
SM165	ON92	NA	NA	201	0	NA	105	NA	2.9
SM165	WA92	26.2	63	158	NA	74.4	80	11	3.586
SM165	MA92	NA	NA	200	50	NA	100.5	NA	7.411
SM165	SKo92	NA	NA	191	80	NA	112	NA	8
SM165	SKg92	NA	NA	191	NA	NA	58	NA	3.691
SM165	SKk92	NA	NA	200	NA	NA	85	NA	4.928
SM165	ID92	28.4	105	190	NA	75.1	96.5	13.3	5.709
SM166	MN92	29.4	66	149.5	NA	76.7	81.5	10.4	4.789
SM166	MTi92	27.2	66	172.5	85	77.2	116	11.1	6.109
SM166	MTd92	26.5	72	164	45	74.4	86.5	13.7	5.639
SM166	ID91	22.6	60	178	NA	72.7	124.5	12.5	7.859
SM166	OR91	20.5	62	189	NA	72.1	90	14.7	4.561
SM166	WA91	20.1	47	177	NA	74.4	138	10.9	4.463
SM166	MTi91	23.5	63	183	NA	71.8	116	13.8	6.089
SM166	MTd91	NA	NA	184	NA	NA	102	NA	2.922
SM166	NY92	NA	NA	175.5	35	NA	95	NA	5.059
SM166	ON92	NA	NA	200	70	NA	95	NA	2.43
SM166	WA92	26.2	54	155	NA	72.7	83.5	10.6	4.318
SM166	MA92	NA	NA	191.5	45	NA	94	NA	6.751
SM166	SKo92	NA	NA	185	80	NA	110	NA	6.5904
SM166	SKg92	NA	NA	185	NA	NA	50	NA	3.4882
SM166	SKk92	NA	NA	193	NA	NA	67	NA	5.386
SM166	ID92	26.1	79	185	NA	72	91.4	13.1	6.1
SM167	MN92	26.1	55	150	NA	76.7	86	10.6	5.509
SM167	MTi92	35.1	89	171	40	78.5	99	10.8	6.24
SM167	MTd92	31.2	83	164.5	50	77.2	74.5	12.9	5.741
SM167	ID91	29.7	75	181	NA	75.1	106.7	12.2	8.055
SM167	OR91	19.1	49	189	NA	73	105	13.2	8.665
SM167	WA91	33.2	69	178	NA	75.5	113	11.2	5.055
SM167	MTi91	26.2	82	182	NA	74.5	99	11.7	7.553
SM167	MTd91	NA	NA	183	NA	NA	92	NA	4.184
SM167	NY92	NA	NA	175	20	NA	75	NA	7.199
SM167	ON92	NA	NA	200	70	NA	85	NA	2.59
SM167	WA92	31.1	63	154.5	NA	75	61	9.8	4.204
SM167	MA92	NA	NA	194	45	NA	81.5	NA	7.117
SM167	SKo92	NA	NA	187	40	NA	102	NA	7.2184
SM167	SKg92	NA	NA	187	NA	NA	54	NA	4.4177
SM167	SKk92	NA	NA	195	NA	NA	67	NA	4.95
SM167	ID92	33	103	186	NA	73.2	83.8	13.2	5.523
SM168	MN92	25.2	63	150	NA	72.3	102.5	12.3	4.87
SM168	MTi92	26.5	82	171.5	85	76.3	113	12.5	6.014
SM168	MTd92	27.3	81	163.5	35	75.8	88	13.4	5.436
SM168	ID91	23.1	79	178	NA	73.6	106.7	14.1	6.925
SM168	OR91	20.8	66	186	NA	72.4	90	14.2	6.459
SM168	WA91	24.3	71	177	NA	71.8	141	12.9	3.521
SM168	MTi91	23.6	77	183	NA	71.1	113	14.2	5.552
SM168	MTd91	NA	NA	184	NA	NA	97	NA	2.725
SM168	NY92	NA	NA	175	45	NA	90	NA	7.755
SM168	ON92	NA	NA	206	70	NA	100	NA	3.1
SM168	WA92	28	59	154.5	NA	72.3	76	9.6	3.931
SM168	MA92	NA	NA	194.5	55	NA	91.5	NA	6.46
SM168	SKo92	NA	NA	183	20	NA	110	NA	7.7201
SM168	SKg92	NA	NA	185	NA	NA	54	NA	3.1552
SM168	SKk92	NA	NA	193	NA	NA	80	NA	5.2931
SM168	ID92	26.1	101	187	NA	70.1	101.6	14.1	5.36
SM169	MN92	21.9	84	163	NA	71.6	122.5	12.8	3.531
SM169	MTi92	27.8	104	175.5	50	75.9	136	11.2	5.503
SM169	MTd92	26.3	121	169	20	73.2	102	13.9	6.155
SM169	ID91	24.1	100	187	NA	71.1	134.6	13.9	6.21
SM169	OR91	19.7	95	196	NA	71	125	15.6	5.352
SM169	WA91	26	78	183	NA	76.3	125	11.7	4.784
SM169	MTi91	22.2	104	191	NA	70.5	136	13.8	6.251
SM169	MTd91	NA	NA	189	NA	NA	104	NA	3.226
SM169	NY92	NA	NA	183.5	10	NA	110	NA	5.163
SM169	ON92	NA	NA	206	30	NA	110	NA	2.26
SM169	WA92	23.7	65	163	NA	71.3	98	11.1	1.51
SM169	MA92	NA	NA	203.5	65	NA	110.5	NA	7.124
SM169	SKo92	NA	NA	196	70	NA	140	NA	6.4881
SM169	SKg92	NA	NA	193	NA	NA	91	NA	4.6864
SM169	SKk92	NA	NA	202	NA	NA	108	NA	5.1139
SM169	ID92	24.7	124	195	NA	69.6	124.5	14.7	4.54
SM170	MN92	26.6	87	157.5	NA	76.8	107	12.8	5.213
SM170	MTi92	42.5	151	170	35	79.5	115	13.6	4.848
SM170	MTd92	36.7	151	164	40	76.1	86.5	15.7	4.113
SM170	ID91	37.4	117	178	NA	74.9	111.8	14.8	8.185
SM170	OR91	24.6	66	192.5	NA	71.7	117.5	16.6	5.582
SM170	WA91	36.5	114	176.5	NA	78.1	126.5	13.4	5.49
SM170	MTi91	31.7	130	182	NA	74.3	115	14.8	5.481
SM170	MTd91	NA	NA	181	NA	NA	99	NA	3.189
SM170	NY92	NA	NA	172.5	15	NA	80	NA	4.94
SM170	ON92	NA	NA	200	20	NA	100	NA	2.6
SM170	WA92	33.6	89	153	NA	76.6	87.5	10.3	3.664
SM170	MA92	NA	NA	190.5	45	NA	95	NA	6.788
SM170	SKo92	NA	NA	184	90	NA	115	NA	6.7372
SM170	SKg92	NA	NA	182	NA	NA	61	NA	3.4915
SM170	SKk92	NA	NA	192	NA	NA	79	NA	4.2605
SM170	ID92	35.5	161	181	NA	75.4	73.7	14	5.611
SM171	MN92	25.3	93	149	NA	74.9	99.5	12.6	5.263
SM171	MTi92	34.7	139	171.5	25	77.3	119	12.5	5.703
SM171	MTd92	30.2	133	165	45	74.5	92.5	14.3	4.488
SM171	ID91	29.3	118	179	NA	74.1	114.3	15.3	7.363
SM171	OR91	22.7	90	186	NA	74	105	12.5	6.717
SM171	WA91	29.2	107	178	NA	75.7	126	12.6	5.977
SM171	MTi91	24.3	108	182	NA	72.6	119	14	6.61
SM171	MTd91	NA	NA	182	NA	NA	100	NA	3.556
SM171	NY92	NA	NA	175	20	NA	80	NA	5.196
SM171	ON92	NA	NA	201	70	NA	105	NA	2.68
SM171	WA92	31.3	95	156	NA	75.1	81	9.7	3.022
SM171	MA92	NA	NA	195.5	55	NA	93.5	NA	6.994
SM171	SKo92	NA	NA	187	60	NA	107	NA	6.7645
SM171	SKg92	NA	NA	188	NA	NA	37	NA	2.9051
SM171	SKk92	NA	NA	194	NA	NA	80	NA	5.1562
SM171	ID92	30.5	146	187	NA	72.8	86.4	14	5.596
SM172	MN92	31	59	151.5	NA	78.5	108	9.6	4.13
SM172	MTi92	33.9	105	173	60	78.5	111	12.3	6.181
SM172	MTd92	30.7	98	165.5	55	75.7	95	13.9	5.396
SM172	ID91	22	87	180.5	NA	74.3	121.9	13.4	7.801
SM172	OR91	23.5	68	189	NA	74.4	105	12.7	7.064
SM172	WA91	29.2	68	178.5	NA	76.1	135.5	11.5	6.056
SM172	MTi91	28.4	88	184	NA	72.6	111	13.8	6.641
SM172	MTd91	NA	NA	182	NA	NA	100	NA	3.291
SM172	NY92	NA	NA	175	15	NA	90	NA	5.396
SM172	ON92	NA	NA	198	50	NA	100	NA	3.62
SM172	WA92	30.8	71	155.5	NA	74.1	80	10.5	3.544
SM172	MA92	NA	NA	195.5	45	NA	99.5	NA	7.53
SM172	SKo92	NA	NA	186	80	NA	118	NA	7.9113
SM172	SKg92	NA	NA	187	NA	NA	63	NA	4.2926
SM172	SKk92	NA	NA	195	NA	NA	83	NA	5.7156
SM172	ID92	30.8	115	189	NA	71.8	101.6	14.2	5.338
SM173	MN92	42.8	127	162.5	NA	73.1	120.5	14.6	3.195
SM173	MTi92	46.2	154	177.5	100	77.9	111	11.9	5.261
SM173	MTd92	38.5	147	172.5	35	77	99	13	5.008
SM173	ID91	38.3	130	187	NA	73.6	121.9	14.8	5.293
SM173	OR91	27.2	102	193	NA	74.9	110	14.1	6.398
SM173	WA91	25.3	53	183	NA	75	143	11.9	3.555
SM173	MTi91	34.5	162	191	NA	73.7	111	15.8	5.013
SM173	MTd91	NA	NA	189	NA	NA	105	NA	1.469
SM173	NY92	NA	NA	182	10	NA	95	NA	5.376
SM173	ON92	NA	NA	198	40	NA	100	NA	3.43
SM173	WA92	31.3	72	160.5	NA	75	82.5	9.5	4.029
SM173	MA92	NA	NA	204	NA	NA	114.5	NA	7.329
SM173	SKo92	NA	NA	192	80	NA	122	NA	4.5256
SM173	SKg92	NA	NA	193	NA	NA	73	NA	4.6931
SM173	SKk92	NA	NA	203	NA	NA	95	NA	6.1516
SM173	ID92	40.2	172	196	NA	73.3	99.1	14.4	2.988
SM174	MN92	26.7	60	154	NA	74.1	104.5	13.1	4.264
SM174	MTi92	35.7	81	173.5	100	80.5	118	11	6.055
SM174	MTd92	30.1	77	165.5	75	77.3	96.5	13.7	5.065
SM174	ID91	27.2	70	181	NA	75.3	127	13	7.796
SM174	OR91	23.7	85	193	NA	71.2	115	14	5.049
SM174	WA91	32	55	179	NA	77	151	10.3	4.38
SM174	MTi91	25.5	70	185	NA	73.4	118	13.4	6.061
SM174	MTd91	NA	NA	184	NA	NA	99	NA	2.196
SM174	NY92	NA	NA	177	20	NA	90	NA	5.932
SM174	ON92	NA	NA	197	0	NA	100	NA	3.64
SM174	WA92	27.6	49	158	NA	74.3	80	10.4	3.982
SM174	MA92	NA	NA	200	65	NA	107.5	NA	6.798
SM174	SKo92	NA	NA	187	90	NA	131	NA	8.5495
SM174	SKg92	NA	NA	188	NA	NA	77	NA	4.2453
SM174	SKk92	NA	NA	198	NA	NA	93	NA	5.2829
SM174	ID92	31.9	87	188	NA	73	99.1	14	4.438
SM176	MN92	28.7	80	144.5	NA	73.9	75	13.7	3.719
SM176	MTi92	34	79	167.5	0	80.2	106	11.3	5.467
