gen	site	rep	rate	row	col	serp	linrow	lincol	linrate	yield	year	loc
Unicrop	S10	R1	70	20	1	SE3	0.6	-2.5	2.8305785	0.4941	92	SouthCarrabin
Yandee	S10	R1	60	21	1	SE4	0.7	-2.5	1.8305785	0.4096	92	SouthCarrabin
Merrit	S10	R1	50	22	1	SE1	0.8	-2.5	0.8305785	0.6935	92	SouthCarrabin
Danja	S10	R1	50	23	1	SE2	0.9	-2.5	0.8305785	0.6855	92	SouthCarrabin
Yandee	S10	R1	70	24	1	SE3	1	-2.5	2.8305785	0.6881	92	SouthCarrabin
Gungurru	S10	R1	60	25	1	SE4	1.1	-2.5	1.8305785	0.8226	92	SouthCarrabin
Yorrel	S10	R1	20	26	1	SE1	1.2	-2.5	-2.1694215	0.3699	92	SouthCarrabin
Warrah	S10	R1	20	27	1	SE2	1.3	-2.5	-2.1694215	0.2618	92	SouthCarrabin
Unicrop	S10	R1	20	1	2	SE4	-1.3	-1.5	-2.1694215	0.4533	92	SouthCarrabin
Merrit	S10	R1	70	2	2	SE1	-1.2	-1.5	2.8305785	1.0579	92	SouthCarrabin
Danja	S10	R1	60	3	2	SE2	-1.1	-1.5	1.8305785	0.7843	92	SouthCarrabin
Yandee	S10	R1	30	4	2	SE3	-1	-1.5	-1.1694215	0.6225	92	SouthCarrabin
Yandee	S10	R1	20	5	2	SE4	-0.9	-1.5	-2.1694215	0.3924	92	SouthCarrabin
Gungurru	S10	R1	40	6	2	SE1	-0.8	-1.5	-0.1694215	1.0511	92	SouthCarrabin
Yorrel	S10	R1	30	7	2	SE2	-0.7	-1.5	-1.1694215	0.5629	92	SouthCarrabin
Yandee	S10	R1	40	8	2	SE3	-0.6	-1.5	-0.1694215	0.6539	92	SouthCarrabin
Illyarrie	S10	R1	50	9	2	SE4	-0.5	-1.5	0.8305785	0.6979	92	SouthCarrabin
Warrah	S10	R1	50	10	2	SE1	-0.4	-1.5	0.8305785	0.554	92	SouthCarrabin
Myallie	S10	R1	30	11	2	SE2	-0.3	-1.5	-1.1694215	0.3468	92	SouthCarrabin
Merrit	S10	R1	20	12	2	SE3	-0.2	-1.5	-2.1694215	0.453	92	SouthCarrabin
Unicrop	S10	R1	30	13	2	SE4	-0.1	-1.5	-1.1694215	0.4834	92	SouthCarrabin
Merrit	S10	R1	30	14	2	SE1	0	-1.5	-1.1694215	0.852	92	SouthCarrabin
Illyarrie	S10	R1	30	15	2	SE2	0.1	-1.5	-1.1694215	0.5148	92	SouthCarrabin
Gungurru	S10	R1	30	16	2	SE3	0.2	-1.5	-1.1694215	0.9625	92	SouthCarrabin
Illyarrie	S10	R1	70	17	2	SE4	0.3	-1.5	2.8305785	0.7813	92	SouthCarrabin
Myallie	S10	R1	50	18	2	SE1	0.4	-1.5	0.8305785	0.5951	92	SouthCarrabin
Warrah	S10	R1	70	19	2	SE2	0.5	-1.5	2.8305785	0.5685	92	SouthCarrabin
Yorrel	S10	R1	60	20	2	SE3	0.6	-1.5	1.8305785	0.5154	92	SouthCarrabin
Warrah	S10	R1	30	21	2	SE4	0.7	-1.5	-1.1694215	0.281	92	SouthCarrabin
Yorrel	S10	R1	50	22	2	SE1	0.8	-1.5	0.8305785	0.5034	92	SouthCarrabin
Unicrop	S10	R1	40	23	2	SE2	0.9	-1.5	-0.1694215	0.3565	92	SouthCarrabin
Myallie	S10	R1	60	24	2	SE3	1	-1.5	1.8305785	0.6248	92	SouthCarrabin
Unicrop	S10	R1	50	25	2	SE4	1.1	-1.5	0.8305785	0.419	92	SouthCarrabin
Yorrel	S10	R1	70	26	2	SE1	1.2	-1.5	2.8305785	0.5219	92	SouthCarrabin
Danja	S10	R1	40	27	2	SE2	1.3	-1.5	-0.1694215	0.567	92	SouthCarrabin
Warrah	S10	R2	40	1	3	SE4	-1.3	-0.5	-0.1694215	0.389	92	SouthCarrabin
Warrah	S10	R2	60	2	3	SE1	-1.2	-0.5	1.8305785	0.5933	92	SouthCarrabin
Yandee	S10	R2	20	3	3	SE2	-1.1	-0.5	-2.1694215	0.4281	92	SouthCarrabin
Gungurru	S10	R2	50	4	3	SE3	-1	-0.5	0.8305785	0.9195	92	SouthCarrabin
Danja	S10	R2	40	5	3	SE4	-0.9	-0.5	-0.1694215	0.51	92	SouthCarrabin
Gungurru	S10	R2	60	6	3	SE1	-0.8	-0.5	1.8305785	1.0783	92	SouthCarrabin
Yandee	S10	R2	70	7	3	SE2	-0.7	-0.5	2.8305785	0.76	92	SouthCarrabin
Danja	S10	R2	50	8	3	SE3	-0.6	-0.5	0.8305785	0.686	92	SouthCarrabin
Gungurru	S10	R2	30	9	3	SE4	-0.5	-0.5	-1.1694215	0.7903	92	SouthCarrabin
Unicrop	S10	R2	60	10	3	SE1	-0.4	-0.5	1.8305785	0.69	92	SouthCarrabin
Warrah	S10	R2	30	11	3	SE2	-0.3	-0.5	-1.1694215	0.5536	92	SouthCarrabin
Unicrop	S10	R2	40	12	3	SE3	-0.2	-0.5	-0.1694215	0.5583	92	SouthCarrabin
Illyarrie	S10	R2	70	13	3	SE4	-0.1	-0.5	2.8305785	0.6354	92	SouthCarrabin
Merrit	S10	R2	20	14	3	SE1	0	-0.5	-2.1694215	0.671	92	SouthCarrabin
Yorrel	S10	R2	20	15	3	SE2	0.1	-0.5	-2.1694215	0.4704	92	SouthCarrabin
Myallie	S10	R2	40	16	3	SE3	0.2	-0.5	-0.1694215	0.5658	92	SouthCarrabin
Myallie	S10	R2	30	17	3	SE4	0.3	-0.5	-1.1694215	0.522	92	SouthCarrabin
Gungurru	S10	R2	20	18	3	SE1	0.4	-0.5	-2.1694215	0.5579	92	SouthCarrabin
Unicrop	S10	R2	20	19	3	SE2	0.5	-0.5	-2.1694215	0.4925	92	SouthCarrabin
Myallie	S10	R2	50	20	3	SE3	0.6	-0.5	0.8305785	0.6776	92	SouthCarrabin
Warrah	S10	R2	20	21	3	SE4	0.7	-0.5	-2.1694215	0.2681	92	SouthCarrabin
Gungurru	S10	R2	40	22	3	SE1	0.8	-0.5	-0.1694215	0.7849	92	SouthCarrabin
Danja	S10	R2	60	23	3	SE2	0.9	-0.5	1.8305785	0.5999	92	SouthCarrabin
Gungurru	S10	R2	70	24	3	SE3	1	-0.5	2.8305785	0.7924	92	SouthCarrabin
Yorrel	S10	R2	60	25	3	SE4	1.1	-0.5	1.8305785	0.4238	92	SouthCarrabin
Illyarrie	S10	R2	20	26	3	SE1	1.2	-0.5	-2.1694215	0.3603	92	SouthCarrabin
Illyarrie	S10	R2	60	27	3	SE2	1.3	-0.5	1.8305785	0.4769	92	SouthCarrabin
Merrit	S10	R2	50	1	4	SE4	-1.3	0.5	0.8305785	0.8061	92	SouthCarrabin
Yorrel	S10	R2	50	2	4	SE1	-1.2	0.5	0.8305785	0.5423	92	SouthCarrabin
Yorrel	S10	R2	30	3	4	SE2	-1.1	0.5	-1.1694215	0.373	92	SouthCarrabin
Yandee	S10	R2	40	4	4	SE3	-1	0.5	-0.1694215	0.5389	92	SouthCarrabin
Illyarrie	S10	R2	30	5	4	SE4	-0.9	0.5	-1.1694215	0.4086	92	SouthCarrabin
Danja	S10	R2	70	6	4	SE1	-0.8	0.5	2.8305785	0.58	92	SouthCarrabin
Merrit	S10	R2	40	7	4	SE2	-0.7	0.5	-0.1694215	0.6908	92	SouthCarrabin
Warrah	S10	R2	50	8	4	SE3	-0.6	0.5	0.8305785	0.5419	92	SouthCarrabin
Merrit	S10	R2	70	9	4	SE4	-0.5	0.5	2.8305785	0.9516	92	SouthCarrabin
Merrit	S10	R2	60	10	4	SE1	-0.4	0.5	1.8305785	0.8533	92	SouthCarrabin
Yorrel	S10	R2	40	11	4	SE2	-0.3	0.5	-0.1694215	0.6013	92	SouthCarrabin
Yandee	S10	R2	60	12	4	SE3	-0.2	0.5	1.8305785	0.4769	92	SouthCarrabin
Yorrel	S10	R2	70	13	4	SE4	-0.1	0.5	2.8305785	0.4719	92	SouthCarrabin
Unicrop	S10	R2	50	14	4	SE1	0	0.5	0.8305785	0.4749	92	SouthCarrabin
Unicrop	S10	R2	70	15	4	SE2	0.1	0.5	2.8305785	0.4705	92	SouthCarrabin
Unicrop	S10	R2	30	16	4	SE3	0.2	0.5	-1.1694215	0.3904	92	SouthCarrabin
Danja	S10	R2	20	17	4	SE4	0.3	0.5	-2.1694215	0.3793	92	SouthCarrabin
Yandee	S10	R2	50	18	4	SE1	0.4	0.5	0.8305785	0.509	92	SouthCarrabin
Myallie	S10	R2	20	19	4	SE2	0.5	0.5	-2.1694215	0.3273	92	SouthCarrabin
Danja	S10	R2	30	20	4	SE3	0.6	0.5	-1.1694215	0.5493	92	SouthCarrabin
Warrah	S10	R2	70	21	4	SE4	0.7	0.5	2.8305785	0.3679	92	SouthCarrabin
Myallie	S10	R2	70	22	4	SE1	0.8	0.5	2.8305785	0.389	92	SouthCarrabin
Yandee	S10	R2	30	23	4	SE2	0.9	0.5	-1.1694215	0.3574	92	SouthCarrabin
Illyarrie	S10	R2	50	24	4	SE3	1	0.5	0.8305785	0.4594	92	SouthCarrabin
Illyarrie	S10	R2	40	25	4	SE4	1.1	0.5	-0.1694215	0.5221	92	SouthCarrabin
Myallie	S10	R2	60	26	4	SE1	1.2	0.5	1.8305785	0.5774	92	SouthCarrabin
Merrit	S10	R2	30	27	4	SE2	1.3	0.5	-1.1694215	0.5619	92	SouthCarrabin
Merrit	S10	R3	40	1	5	SE4	-1.3	1.5	-0.1694215	0.7378	92	SouthCarrabin
Yorrel	S10	R3	40	2	5	SE1	-1.2	1.5	-0.1694215	0.3793	92	SouthCarrabin
Warrah	S10	R3	50	3	5	SE2	-1.1	1.5	0.8305785	0.2878	92	SouthCarrabin
Myallie	S10	R3	50	4	5	SE3	-1	1.5	0.8305785	0.3484	92	SouthCarrabin
Gungurru	S10	R3	20	5	5	SE4	-0.9	1.5	-2.1694215	0.4101	92	SouthCarrabin
Danja	S10	R3	30	6	5	SE1	-0.8	1.5	-1.1694215	0.477	92	SouthCarrabin
Yandee	S10	R3	60	7	5	SE2	-0.7	1.5	1.8305785	0.575	92	SouthCarrabin
Merrit	S10	R3	60	8	5	SE3	-0.6	1.5	1.8305785	0.8976	92	SouthCarrabin
Yandee	S10	R3	50	9	5	SE4	-0.5	1.5	0.8305785	0.5575	92	SouthCarrabin
Unicrop	S10	R3	70	10	5	SE1	-0.4	1.5	2.8305785	0.6401	92	SouthCarrabin
Danja	S10	R3	70	11	5	SE2	-0.3	1.5	2.8305785	0.9028	92	SouthCarrabin
Danja	S10	R3	20	12	5	SE3	-0.2	1.5	-2.1694215	0.4979	92	SouthCarrabin
Gungurru	S10	R3	70	13	5	SE4	-0.1	1.5	2.8305785	0.8648	92	SouthCarrabin
Yorrel	S10	R3	50	14	5	SE1	0	1.5	0.8305785	0.53	92	SouthCarrabin
Gungurru	S10	R3	40	15	5	SE2	0.1	1.5	-0.1694215	0.6435	92	SouthCarrabin
Myallie	S10	R3	60	16	5	SE3	0.2	1.5	1.8305785	0.5365	92	SouthCarrabin
Illyarrie	S10	R3	40	17	5	SE4	0.3	1.5	-0.1694215	0.483	92	SouthCarrabin
Unicrop	S10	R3	40	18	5	SE1	0.4	1.5	-0.1694215	0.4985	92	SouthCarrabin
Yandee	S10	R3	20	19	5	SE2	0.5	1.5	-2.1694215	0.3469	92	SouthCarrabin
Danja	S10	R3	40	20	5	SE3	0.6	1.5	-0.1694215	0.593	92	SouthCarrabin
Unicrop	S10	R3	60	21	5	SE4	0.7	1.5	1.8305785	0.5838	92	SouthCarrabin
Myallie	S10	R3	30	22	5	SE1	0.8	1.5	-1.1694215	0.3838	92	SouthCarrabin
Warrah	S10	R3	40	23	5	SE2	0.9	1.5	-0.1694215	0.5416	92	SouthCarrabin
Yandee	S10	R3	40	24	5	SE3	1	1.5	-0.1694215	0.4711	92	SouthCarrabin
Gungurru	S10	R3	50	25	5	SE4	1.1	1.5	0.8305785	0.6758	92	SouthCarrabin
Myallie	S10	R3	40	26	5	SE1	1.2	1.5	-0.1694215	0.4129	92	SouthCarrabin
Danja	S10	R3	50	27	5	SE2	1.3	1.5	0.8305785	0.7243	92	SouthCarrabin
Merrit	S10	R3	50	1	6	SE4	-1.3	2.5	0.8305785	0.7356	92	SouthCarrabin
Yorrel	S10	R3	70	2	6	SE1	-1.2	2.5	2.8305785	0.4868	92	SouthCarrabin
Merrit	S10	R3	70	3	6	SE2	-1.1	2.5	2.8305785	0.8221	92	SouthCarrabin
Illyarrie	S10	R3	70	4	6	SE3	-1	2.5	2.8305785	0.5371	92	SouthCarrabin
Unicrop	S10	R3	20	5	6	SE4	-0.9	2.5	-2.1694215	0.3235	92	SouthCarrabin
Illyarrie	S10	R3	20	6	6	SE1	-0.8	2.5	-2.1694215	0.3673	92	SouthCarrabin
Warrah	S10	R3	70	7	6	SE2	-0.7	2.5	2.8305785	0.5376	92	SouthCarrabin
Yorrel	S10	R3	20	8	6	SE3	-0.6	2.5	-2.1694215	0.4178	92	SouthCarrabin
Yandee	S10	R3	30	9	6	SE4	-0.5	2.5	-1.1694215	0.5061	92	SouthCarrabin
Warrah	S10	R3	20	10	6	SE1	-0.4	2.5	-2.1694215	0.2296	92	SouthCarrabin
Unicrop	S10	R3	30	11	6	SE2	-0.3	2.5	-1.1694215	0.3884	92	SouthCarrabin
Myallie	S10	R3	20	12	6	SE3	-0.2	2.5	-2.1694215	0.2681	92	SouthCarrabin
Unicrop	S10	R3	50	13	6	SE4	-0.1	2.5	0.8305785	0.4038	92	SouthCarrabin
Yorrel	S10	R3	60	14	6	SE1	0	2.5	1.8305785	0.4674	92	SouthCarrabin
Yorrel	S10	R3	30	15	6	SE2	0.1	2.5	-1.1694215	0.4183	92	SouthCarrabin
Illyarrie	S10	R3	60	16	6	SE3	0.2	2.5	1.8305785	0.5328	92	SouthCarrabin
Merrit	S10	R3	30	17	6	SE4	0.3	2.5	-1.1694215	0.4463	92	SouthCarrabin
Gungurru	S10	R3	30	18	6	SE1	0.4	2.5	-1.1694215	0.5915	92	SouthCarrabin
Warrah	S10	R3	60	19	6	SE2	0.5	2.5	1.8305785	0.4508	92	SouthCarrabin
Warrah	S10	R3	30	20	6	SE3	0.6	2.5	-1.1694215	0.3396	92	SouthCarrabin
Illyarrie	S10	R3	50	21	6	SE4	0.7	2.5	0.8305785	0.3464	92	SouthCarrabin
Danja	S10	R3	60	22	6	SE1	0.8	2.5	1.8305785	0.3908	92	SouthCarrabin
Yandee	S10	R3	70	23	6	SE2	0.9	2.5	2.8305785	0.2776	92	SouthCarrabin
Gungurru	S10	R3	60	24	6	SE3	1	2.5	1.8305785	NA	92	SouthCarrabin
Illyarrie	S10	R3	30	25	6	SE4	1.1	2.5	-1.1694215	0.2579	92	SouthCarrabin
Merrit	S10	R3	20	26	6	SE1	1.2	2.5	-2.1694215	0.2921	92	SouthCarrabin
Myallie	S10	R3	70	27	6	SE2	1.3	2.5	2.8305785	0.2634	92	SouthCarrabin
Danja	S11	R1	70	1	1	SE4	-1.3	-2.5	2.8305785	2.0184	92	WonganHills
Danja	S11	R1	30	2	1	SE1	-1.2	-2.5	-1.1694215	0.5888	92	WonganHills
Gungurru	S11	R1	50	3	1	SE2	-1.1	-2.5	0.8305785	1.3094	92	WonganHills
Warrah	S11	R1	60	4	1	SE3	-1	-2.5	1.8305785	1.2978	92	WonganHills
Illyarrie	S11	R1	60	5	1	SE4	-0.9	-2.5	1.8305785	1.5041	92	WonganHills
Illyarrie	S11	R1	20	6	1	SE1	-0.8	-2.5	-2.1694215	0.7864	92	WonganHills
Yandee	S11	R1	50	7	1	SE2	-0.7	-2.5	0.8305785	1.1703	92	WonganHills
Merrit	S11	R1	40	8	1	SE3	-0.6	-2.5	-0.1694215	0.8806	92	WonganHills
Illyarrie	S11	R1	40	9	1	SE4	-0.5	-2.5	-0.1694215	1.1263	92	WonganHills
Myallie	S11	R1	20	10	1	SE1	-0.4	-2.5	-2.1694215	0.2646	92	WonganHills
Myallie	S11	R1	40	11	1	SE2	-0.3	-2.5	-0.1694215	0.6198	92	WonganHills
Gungurru	S11	R1	70	12	1	SE3	-0.2	-2.5	2.8305785	1.2923	92	WonganHills
Merrit	S11	R1	60	13	1	SE4	-0.1	-2.5	1.8305785	0.7528	92	WonganHills
Myallie	S11	R1	70	14	1	SE1	0	-2.5	2.8305785	0.628	92	WonganHills
Warrah	S11	R1	40	15	1	SE2	0.1	-2.5	-0.1694215	0.5849	92	WonganHills
Gungurru	S11	R1	20	16	1	SE3	0.2	-2.5	-2.1694215	1.1894	92	WonganHills
Danja	S11	R1	20	17	1	SE4	0.3	-2.5	-2.1694215	0.9839	92	WonganHills
Unicrop	S11	R1	60	18	1	SE1	0.4	-2.5	1.8305785	1.2828	92	WonganHills
Yorrel	S11	R1	40	19	1	SE2	0.5	-2.5	-0.1694215	1.1141	92	WonganHills
Unicrop	S11	R1	70	20	1	SE3	0.6	-2.5	2.8305785	1.0194	92	WonganHills
Yandee	S11	R1	60	21	1	SE4	0.7	-2.5	1.8305785	NA	92	WonganHills
Gungurru	S11	R1	50	22	1	SE1	0.8	-2.5	0.8305785	0.5639	92	WonganHills
Yandee	S11	R1	40	23	1	SE2	0.9	-2.5	-0.1694215	1.3146	92	WonganHills
Yandee	S11	R1	70	24	1	SE3	1	-2.5	2.8305785	1.1581	92	WonganHills
Gungurru	S11	R1	60	25	1	SE4	1.1	-2.5	1.8305785	1.5281	92	WonganHills
Yorrel	S11	R1	20	26	1	SE1	1.2	-2.5	-2.1694215	0.7789	92	WonganHills
Warrah	S11	R1	20	27	1	SE2	1.3	-2.5	-2.1694215	0.3598	92	WonganHills
Unicrop	S11	R1	20	1	2	SE4	-1.3	-1.5	-2.1694215	1.0669	92	WonganHills
Merrit	S11	R1	70	2	2	SE1	-1.2	-1.5	2.8305785	1.1549	92	WonganHills
Danja	S11	R1	60	3	2	SE2	-1.1	-1.5	1.8305785	0.8988	92	WonganHills
Yandee	S11	R1	30	4	2	SE3	-1	-1.5	-1.1694215	1.3929	92	WonganHills
Yandee	S11	R1	20	5	2	SE4	-0.9	-1.5	-2.1694215	1.081	92	WonganHills
Gungurru	S11	R1	40	6	2	SE1	-0.8	-1.5	-0.1694215	1.0524	92	WonganHills
Yorrel	S11	R1	30	7	2	SE2	-0.7	-1.5	-1.1694215	1.3096	92	WonganHills
Yandee	S11	R1	40	8	2	SE3	-0.6	-1.5	-0.1694215	1.0116	92	WonganHills
Illyarrie	S11	R1	50	9	2	SE4	-0.5	-1.5	0.8305785	1.5196	92	WonganHills
Warrah	S11	R1	50	10	2	SE1	-0.4	-1.5	0.8305785	0.9174	92	WonganHills
Myallie	S11	R1	30	11	2	SE2	-0.3	-1.5	-1.1694215	1.2619	92	WonganHills
Merrit	S11	R1	20	12	2	SE3	-0.2	-1.5	-2.1694215	1.0694	92	WonganHills
Unicrop	S11	R1	30	13	2	SE4	-0.1	-1.5	-1.1694215	1.1984	92	WonganHills
Merrit	S11	R1	30	14	2	SE1	0	-1.5	-1.1694215	0.7956	92	WonganHills
Illyarrie	S11	R1	30	15	2	SE2	0.1	-1.5	-1.1694215	0.939	92	WonganHills
Gungurru	S11	R1	30	16	2	SE3	0.2	-1.5	-1.1694215	1.0366	92	WonganHills
Illyarrie	S11	R1	70	17	2	SE4	0.3	-1.5	2.8305785	1.5414	92	WonganHills
Myallie	S11	R1	50	18	2	SE1	0.4	-1.5	0.8305785	0.9888	92	WonganHills
Warrah	S11	R1	70	19	2	SE2	0.5	-1.5	2.8305785	1.1553	92	WonganHills
Yorrel	S11	R1	60	20	2	SE3	0.6	-1.5	1.8305785	1.7286	92	WonganHills
Warrah	S11	R1	30	21	2	SE4	0.7	-1.5	-1.1694215	NA	92	WonganHills
Yorrel	S11	R1	50	22	2	SE1	0.8	-1.5	0.8305785	0.4436	92	WonganHills
Unicrop	S11	R1	40	23	2	SE2	0.9	-1.5	-0.1694215	0.9068	92	WonganHills
Myallie	S11	R1	60	24	2	SE3	1	-1.5	1.8305785	1.3259	92	WonganHills
Unicrop	S11	R1	50	25	2	SE4	1.1	-1.5	0.8305785	1.3064	92	WonganHills
Yorrel	S11	R1	70	26	2	SE1	1.2	-1.5	2.8305785	1.1739	92	WonganHills
Danja	S11	R1	40	27	2	SE2	1.3	-1.5	-0.1694215	0.9881	92	WonganHills
Warrah	S11	R2	40	1	3	SE4	-1.3	-0.5	-0.1694215	1.041	92	WonganHills
Warrah	S11	R2	60	2	3	SE1	-1.2	-0.5	1.8305785	0.6626	92	WonganHills
Yandee	S11	R2	20	3	3	SE2	-1.1	-0.5	-2.1694215	0.7433	92	WonganHills
Gungurru	S11	R2	50	4	3	SE3	-1	-0.5	0.8305785	1.6708	92	WonganHills
Danja	S11	R2	40	5	3	SE4	-0.9	-0.5	-0.1694215	1.2174	92	WonganHills
Gungurru	S11	R2	60	6	3	SE1	-0.8	-0.5	1.8305785	0.9788	92	WonganHills
Yandee	S11	R2	70	7	3	SE2	-0.7	-0.5	2.8305785	1.3189	92	WonganHills
Danja	S11	R2	50	8	3	SE3	-0.6	-0.5	0.8305785	1.1573	92	WonganHills
Gungurru	S11	R2	30	9	3	SE4	-0.5	-0.5	-1.1694215	1.1381	92	WonganHills
Unicrop	S11	R2	60	10	3	SE1	-0.4	-0.5	1.8305785	1.453	92	WonganHills
Warrah	S11	R2	30	11	3	SE2	-0.3	-0.5	-1.1694215	1.0568	92	WonganHills
Unicrop	S11	R2	40	12	3	SE3	-0.2	-0.5	-0.1694215	1.1834	92	WonganHills
Illyarrie	S11	R2	70	13	3	SE4	-0.1	-0.5	2.8305785	1.5476	92	WonganHills
Merrit	S11	R2	20	14	3	SE1	0	-0.5	-2.1694215	0.6271	92	WonganHills
Yorrel	S11	R2	20	15	3	SE2	0.1	-0.5	-2.1694215	0.5665	92	WonganHills
Myallie	S11	R2	40	16	3	SE3	0.2	-0.5	-0.1694215	1.0744	92	WonganHills
Myallie	S11	R2	30	17	3	SE4	0.3	-0.5	-1.1694215	1.08	92	WonganHills
Gungurru	S11	R2	20	18	3	SE1	0.4	-0.5	-2.1694215	0.508	92	WonganHills
Unicrop	S11	R2	20	19	3	SE2	0.5	-0.5	-2.1694215	NA	92	WonganHills
Myallie	S11	R2	50	20	3	SE3	0.6	-0.5	0.8305785	1.2563	92	WonganHills
Warrah	S11	R2	20	21	3	SE4	0.7	-0.5	-2.1694215	NA	92	WonganHills
Gungurru	S11	R2	40	22	3	SE1	0.8	-0.5	-0.1694215	NA	92	WonganHills
Danja	S11	R2	60	23	3	SE2	0.9	-0.5	1.8305785	1.4401	92	WonganHills
Gungurru	S11	R2	70	24	3	SE3	1	-0.5	2.8305785	0.8884	92	WonganHills
Yorrel	S11	R2	60	25	3	SE4	1.1	-0.5	1.8305785	1.1461	92	WonganHills
Illyarrie	S11	R2	20	26	3	SE1	1.2	-0.5	-2.1694215	0.4429	92	WonganHills
Illyarrie	S11	R2	60	27	3	SE2	1.3	-0.5	1.8305785	1.097	92	WonganHills
Merrit	S11	R2	50	1	4	SE4	-1.3	0.5	0.8305785	1.2851	92	WonganHills
Yorrel	S11	R2	50	2	4	SE1	-1.2	0.5	0.8305785	1.0074	92	WonganHills
Yorrel	S11	R2	30	3	4	SE2	-1.1	0.5	-1.1694215	1.149	92	WonganHills
Yandee	S11	R2	40	4	4	SE3	-1	0.5	-0.1694215	1.0361	92	WonganHills
Illyarrie	S11	R2	30	5	4	SE4	-0.9	0.5	-1.1694215	0.9781	92	WonganHills
Danja	S11	R2	70	6	4	SE1	-0.8	0.5	2.8305785	0.9991	92	WonganHills
Merrit	S11	R2	40	7	4	SE2	-0.7	0.5	-0.1694215	1.5965	92	WonganHills
Warrah	S11	R2	50	8	4	SE3	-0.6	0.5	0.8305785	1.1936	92	WonganHills
Merrit	S11	R2	70	9	4	SE4	-0.5	0.5	2.8305785	1.7385	92	WonganHills
Merrit	S11	R2	60	10	4	SE1	-0.4	0.5	1.8305785	1.0148	92	WonganHills
Yorrel	S11	R2	40	11	4	SE2	-0.3	0.5	-0.1694215	1.4555	92	WonganHills
Yandee	S11	R2	60	12	4	SE3	-0.2	0.5	1.8305785	1.1169	92	WonganHills
Yorrel	S11	R2	70	13	4	SE4	-0.1	0.5	2.8305785	1.023	92	WonganHills
Unicrop	S11	R2	50	14	4	SE1	0	0.5	0.8305785	0.8501	92	WonganHills
Unicrop	S11	R2	70	15	4	SE2	0.1	0.5	2.8305785	1.3014	92	WonganHills
Unicrop	S11	R2	30	16	4	SE3	0.2	0.5	-1.1694215	1.178	92	WonganHills
Danja	S11	R2	20	17	4	SE4	0.3	0.5	-2.1694215	1.1175	92	WonganHills
Yandee	S11	R2	50	18	4	SE1	0.4	0.5	0.8305785	1.3676	92	WonganHills
Myallie	S11	R2	20	19	4	SE2	0.5	0.5	-2.1694215	NA	92	WonganHills
Danja	S11	R2	30	20	4	SE3	0.6	0.5	-1.1694215	0.8869	92	WonganHills
Warrah	S11	R2	70	21	4	SE4	0.7	0.5	2.8305785	NA	92	WonganHills
Myallie	S11	R2	70	22	4	SE1	0.8	0.5	2.8305785	NA	92	WonganHills
Yandee	S11	R2	30	23	4	SE2	0.9	0.5	-1.1694215	NA	92	WonganHills
Illyarrie	S11	R2	50	24	4	SE3	1	0.5	0.8305785	0.9315	92	WonganHills
Illyarrie	S11	R2	40	25	4	SE4	1.1	0.5	-0.1694215	1.0254	92	WonganHills
Myallie	S11	R2	60	26	4	SE1	1.2	0.5	1.8305785	1.1491	92	WonganHills
Merrit	S11	R2	30	27	4	SE2	1.3	0.5	-1.1694215	0.7256	92	WonganHills
Merrit	S11	R3	40	1	5	SE4	-1.3	1.5	-0.1694215	1.3578	92	WonganHills
Yorrel	S11	R3	40	2	5	SE1	-1.2	1.5	-0.1694215	1.2205	92	WonganHills
Warrah	S11	R3	50	3	5	SE2	-1.1	1.5	0.8305785	0.8931	92	WonganHills
Myallie	S11	R3	50	4	5	SE3	-1	1.5	0.8305785	0.7485	92	WonganHills
Gungurru	S11	R3	20	5	5	SE4	-0.9	1.5	-2.1694215	0.9655	92	WonganHills
Danja	S11	R3	30	6	5	SE1	-0.8	1.5	-1.1694215	0.6248	92	WonganHills
Yandee	S11	R3	60	7	5	SE2	-0.7	1.5	1.8305785	1.1883	92	WonganHills
Merrit	S11	R3	60	8	5	SE3	-0.6	1.5	1.8305785	1.4931	92	WonganHills
Yandee	S11	R3	50	9	5	SE4	-0.5	1.5	0.8305785	0.9364	92	WonganHills
Unicrop	S11	R3	70	10	5	SE1	-0.4	1.5	2.8305785	0.5345	92	WonganHills
Danja	S11	R3	70	11	5	SE2	-0.3	1.5	2.8305785	1.2396	92	WonganHills
Danja	S11	R3	20	12	5	SE3	-0.2	1.5	-2.1694215	0.8318	92	WonganHills
Gungurru	S11	R3	70	13	5	SE4	-0.1	1.5	2.8305785	1.5343	92	WonganHills
Yorrel	S11	R3	50	14	5	SE1	0	1.5	0.8305785	0.9128	92	WonganHills
Gungurru	S11	R3	40	15	5	SE2	0.1	1.5	-0.1694215	1.0364	92	WonganHills
Myallie	S11	R3	60	16	5	SE3	0.2	1.5	1.8305785	1.1134	92	WonganHills
Illyarrie	S11	R3	40	17	5	SE4	0.3	1.5	-0.1694215	1.2521	92	WonganHills
Unicrop	S11	R3	40	18	5	SE1	0.4	1.5	-0.1694215	1.0019	92	WonganHills
Yandee	S11	R3	20	19	5	SE2	0.5	1.5	-2.1694215	NA	92	WonganHills
Danja	S11	R3	40	20	5	SE3	0.6	1.5	-0.1694215	1.4923	92	WonganHills
Unicrop	S11	R3	60	21	5	SE4	0.7	1.5	1.8305785	1.4981	92	WonganHills
Myallie	S11	R3	30	22	5	SE1	0.8	1.5	-1.1694215	0.7033	92	WonganHills
